599.99999,0.00163
599.74999,-0.00010
599.49999,0.00404
599.24999,0.00248
598.99999,0.00140
598.74999,0.00227
598.49999,0.00302
598.24999,0.00041
597.99999,0.00008
597.74999,0.00027
597.49999,0.00036
597.24999,0.00184
596.99999,0.00077
596.74999,0.00058
596.49999,0.00137
596.24999,0.00049
595.99999,0.00309
595.74999,0.00109
595.49999,0.00047
595.24999,0.00139
594.99999,0.00227
594.74999,0.00112
594.49999,0.00204
594.24999,-0.00021
593.99999,0.00124
593.74999,0.00066
593.49999,0.00254
593.24999,0.00213
592.99999,0.00139
592.74999,0.00260
592.49999,0.00180
592.24999,-0.00007
591.99999,0.00198
591.74999,0.00216
591.49999,0.00081
591.24999,0.00222
590.99999,-0.00043
590.74999,0.00310
590.49999,0.00256
590.24999,0.00107
589.99999,0.00023
589.74999,0.00233
589.49999,-0.00111
589.24999,0.00284
588.99999,0.00331
588.74999,-0.00044
588.49999,0.00175
588.24999,0.00248
587.99999,0.00261
587.74999,-0.00027
587.49999,0.00139
587.24999,0.00089
586.99999,0.00079
586.74999,0.00182
586.49999,0.00119
586.24999,0.00191
585.99999,0.00321
585.74999,0.00307
585.49999,0.00181
585.24999,-0.00016
584.99999,0.00246
584.74999,0.00159
584.49999,0.00259
584.24999,0.00123
583.99999,0.00071
583.74999,0.00046
583.49999,0.00362
583.24999,0.00228
582.99999,0.00146
582.74999,0.00132
582.49999,0.00165
582.24999,0.00449
581.99999,0.00107
581.74999,-0.00092
581.49999,0.00031
581.24999,0.00101
580.99999,0.00264
580.74999,0.00006
580.49999,0.00148
580.24999,0.00248
579.99999,0.00185
579.74999,0.00205
579.49999,0.00029
579.24999,0.00298
578.99999,0.00152
578.74999,0.00480
578.49999,0.00081
578.24999,0.00201
577.99999,0.00039
577.74999,0.00148
577.49999,0.00004
577.24999,0.00081
576.99999,0.00350
576.74999,0.00251
576.49999,0.00157
576.24999,0.00347
575.99999,0.00248
575.74999,0.00323
575.49999,0.00156
575.24999,0.00246
574.99999,0.00216
574.74999,0.00235
574.49999,0.00199
574.24999,0.00251
573.99998,0.00228
573.74998,0.00008
573.49998,0.00378
573.24998,0.00258
572.99998,0.00105
572.74998,0.00252
572.49998,-0.00111
572.24998,0.00202
571.99998,0.00039
571.74998,0.00353
571.49998,-0.00168
571.24998,0.00194
570.99998,0.00270
570.74998,0.00048
570.49998,0.00060
570.24998,0.00107
569.99998,0.00145
569.74998,0.00140
569.49998,0.00227
569.24998,0.00128
568.99998,0.00043
568.74998,0.00042
568.49998,0.00195
568.24998,0.00044
567.99998,-0.00094
567.74998,0.00151
567.49998,0.00242
567.24998,0.00344
566.99998,-0.00044
566.74998,0.00144
566.49998,-0.00217
566.24998,0.00333
565.99998,0.00278
565.74998,0.00150
565.49998,0.00317
565.24998,-0.00021
564.99998,0.00352
564.74998,0.00007
564.49998,0.00120
564.24998,0.00064
563.99998,-0.00107
563.74998,0.00176
563.49998,0.00056
563.24998,0.00230
562.99998,-0.00047
562.74998,0.00063
562.49998,0.00185
562.24998,0.00127
561.99998,0.00247
561.74998,0.00014
561.49998,0.00351
561.24998,-0.00182
560.99998,0.00178
560.74998,0.00080
560.49998,0.00208
560.24998,0.00172
559.99998,-0.00263
559.74998,0.00200
559.49998,0.00350
559.24998,-7.6622E-006
558.99998,0.00228
558.74998,0.00069
558.49998,0.00217
558.24998,0.00026
557.99998,0.00102
557.74998,0.00148
557.49998,0.00413
557.24998,-0.00075
556.99998,0.00331
556.74998,0.00174
556.49998,-0.00013
556.24998,0.00246
555.99998,0.00003
555.74998,0.00390
555.49998,0.00130
555.24998,0.00436
554.99998,0.00166
554.74998,0.00082
554.49998,0.00331
554.24998,0.00006
553.99998,0.00052
553.74998,0.00377
553.49998,0.00216
553.24998,0.00051
552.99998,0.00138
552.74998,0.00225
552.49998,0.00121
552.24998,0.00113
551.99998,-0.00110
551.74998,0.00179
551.49998,0.00284
551.24998,0.00162
550.99998,0.00372
550.74998,0.00189
550.49998,0.00256
550.24998,0.00390
549.99998,0.00304
549.74998,0.00305
549.49998,0.00267
549.24998,0.00411
548.99998,0.00200
548.74998,0.00126
548.49998,0.00146
548.24998,0.00196
547.99998,0.00287
547.74998,0.00090
547.49998,0.00275
547.24998,0.00110
546.99998,0.00427
546.74998,0.00095
546.49998,0.00182
546.24998,-0.00066
545.99998,0.00214
545.74998,0.00281
545.49998,1.0872E-006
545.24998,0.00172
544.99998,0.00156
544.74998,0.00285
544.49998,0.00071
544.24998,0.00284
543.99998,0.00127
543.74998,0.00266
543.49998,0.00230
543.24998,0.00251
542.99998,0.00273
542.74998,0.00180
542.49998,0.00127
542.24998,0.00190
541.99998,0.00257
541.74998,0.00348
541.49998,0.00309
541.24998,0.00301
540.99998,0.00202
540.74998,0.00283
540.49998,0.00399
540.24998,0.00127
539.99998,0.00476
539.74998,-0.00051
539.49998,0.00363
539.24998,0.00222
538.99998,0.00458
538.74998,0.00332
538.49998,0.00177
538.24998,0.00227
537.99998,-0.00090
537.74998,0.00035
537.49998,0.00055
537.24998,0.00145
536.99998,0.00219
536.74998,0.00377
536.49998,0.00316
536.24998,-0.00015
535.99998,0.00263
535.74998,0.00421
535.49998,0.00356
535.24998,0.00456
534.99998,0.00101
534.74998,0.00401
534.49998,0.00286
534.24998,0.00375
533.99998,0.00120
533.74998,0.00165
533.49998,0.00214
533.24998,0.00534
532.99998,0.00400
532.74998,0.00178
532.49998,0.00408
532.24998,0.00150
531.99998,0.00402
531.74998,0.00265
531.49998,0.00257
531.24998,0.00502
530.99998,0.00347
530.74998,0.00357
530.49998,0.00183
530.24998,0.00453
529.99998,0.00495
529.74998,0.00335
529.49998,0.00262
529.24998,0.00344
528.99998,0.00672
528.74998,0.00439
528.49998,0.00476
528.24998,0.00358
527.99998,0.00444
527.74998,0.00630
527.49998,0.00625
527.24998,0.00416
526.99998,0.00071
526.74998,0.00496
526.49998,0.00679
526.24998,0.00450
525.99998,0.00401
525.74998,0.00515
525.49998,0.00601
525.24998,0.00442
524.99998,0.00450
524.74998,0.00542
524.49998,0.00512
524.24998,0.00591
523.99998,0.00360
523.74998,0.00745
523.49998,0.00563
523.24998,0.00796
522.99998,0.00593
522.74998,0.00470
522.49998,0.00744
522.24998,0.00537
521.99998,0.00930
521.74998,0.00422
521.49998,0.00755
521.24998,0.00814
520.99998,0.00956
520.74998,0.00849
520.49998,0.00633
520.24998,0.00737
519.99998,0.00752
519.74998,0.00808
519.49998,0.00715
519.24998,0.00839
518.99998,0.01019
518.74998,0.00902
518.49998,0.01013
518.24998,0.01132
517.99998,0.00966
517.74998,0.00955
517.49998,0.00950
517.24998,0.01072
516.99998,0.01018
516.74998,0.01219
516.49998,0.01234
516.24998,0.01079
515.99998,0.01102
515.74998,0.00934
515.49998,0.01129
515.24998,0.01139
514.99998,0.01452
514.74998,0.01408
514.49998,0.01663
514.24998,0.01477
513.99998,0.01587
513.74998,0.01555
513.49998,0.01521
513.24998,0.01654
512.99998,0.01775
512.74998,0.01602
512.49998,0.01597
